100,0,0,0
200,0,0,0
300,0,0,0
400,0,0,0
500,0,0,0
600,0,0.0015,0
700,0,0,0
800,0,0,0
900,0,0,0
1000,0,0.0016,0
1100,0,0,0
1200,0,0.0015,0
1300,0,0.0016,0
1400,0,0.0017,0
1500,0,0,0.0004
1600,0,0.0016,0
1700,0,0,0.0015
1800,0,0,0
1900,0,0.0015,0.0016
2000,0,0.0005,0.0017
2100,0,0.0016,0.0016
2200,0,0.0031,0
2300,0,0.0037,0
2400,0,0.0015,0.0001
2500,0,0.0031,0.0016
2600,0,0.0038,0
2700,0,0.0031,0
2800,0,0.0015,0.0032
2900,0,0.0032,0.0006
3000,0,0.0031,0.0015
3100,0,0.0041,0.0028
3200,0,0.0042,0.0018
3300,0,0.0038,0.002
3400,0,0.004,0.0021
3500,0,0.0047,0.0018
3600,0,0.0032,0.0037
3700,0,0.0053,0.0031
3800,0,0.0054,0.0047
3900,0,0.0053,0.0047
4000,0,0.0101,0.0031
4100,0,0.0062,0.0032
4200,0,0.0063,0.0032
4300,0.0001,0.0071,0.0033
4400,0,0.007,0.0037
4500,0,0.0086,0.0042
4600,0,0.008,0.0037
4700,0,0.0082,0.0052
4800,0,0.0102,0.005
4900,0,0.0088,0.0048
5000,0,0.0086,0.0049
5100,0,0.0097,0.0046
5200,0,0.0117,0.0057
5300,0.0001,0.0108,0.0054
5400,0,0.012,0.005
5500,0,0.0126,0.0065
5600,0,0.0131,0.0057
5700,0,0.0138,0.0047
5800,0,0.0152,0.0079
5900,0,0.0121,0.0073
6000,0,0.0133,0.0071
6100,0,0.0136,0.007
6200,0,0.0169,0.0056
6300,0,0.0163,0.0078
6400,0,0.0147,0.0088
6500,0,0.0185,0.0069
6600,0,0.0154,0.0078
6700,0,0.017,0.0084
6800,0,0.0183,0.0095
6900,0,0.0196,0.0121
7000,0,0.017,0.0104
7100,0,0.0181,0.0089
7200,0,0.0186,0.0093
7300,0,0.0188,0.0098
7400,0,0.0212,0.011
7500,0,0.0217,0.0102
7600,0,0.0251,0.0131
7700,0.0001,0.0222,0.0102
7800,0,0.0261,0.0091
7900,0,0.0223,0.0106
8000,0,0.0218,0.0133
8100,0,0.0262,0.0138
8200,0,0.0284,0.0121
8300,0,0.025,0.0135
8400,0,0.0251,0.0128
8500,0,0.0275,0.0147
8600,0,0.0307,0.0141
8700,0,0.0289,0.0142
8800,0,0.027,0.0154
8900,0,0.0307,0.0157
9000,0,0.0296,0.0146
9100,0,0.0321,0.0149
9200,0,0.0318,0.0159
9300,0,0.0311,0.017
9400,0,0.0314,0.016
9500,0,0.0342,0.0179
9600,0,0.0352,0.016
9700,0,0.037,0.0183
9800,0,0.0381,0.0172
9900,0,0.0377,0.0206
10000,0.0001,0.0373,0.0201
